,imageid,labels,scores
935,1967794908937167028,['Child'],[0.6452686190605164]
936,1967883667398621175,"['Wildlife', 'Zebra', 'Terrestrial animal', 'Organism', 'Symmetry']","[0.9137097001075745, 0.7508569359779358, 0.7443860769271851, 0.7151590585708618, 0.6041638851165771]"
937,1967974916731110309,"['Green', 'Architecture', 'Grass', 'Urban area', 'Condominium', 'Daytime', 'Metropolitan area', 'Public space', 'Human settlement', 'City']","[0.9487798810005188, 0.9255603551864624, 0.9254313707351685, 0.9186417460441589, 0.9142931699752808, 0.9131900668144226, 0.8906492590904236, 0.8904669284820557, 0.8862689733505249, 0.8784880042076111]"
938,1967988723178026433,"['Sky', 'Natural landscape', 'Natural environment', 'Horizon', 'Morning', 'Water', 'Sea', 'Ecoregion', 'Sand', 'Calm']","[0.9692454934120178, 0.8855189085006714, 0.8843857049942017, 0.8498327136039734, 0.8321436643600464, 0.8073040843009949, 0.7877278923988342, 0.783979058265686, 0.757716178894043, 0.7316182255744934]"
939,1967988723186404171,"['Desert', 'Sand', 'Natural environment', 'Aeolian landform', 'Natural landscape', 'Sahara', 'Sky', 'Landscape', 'Dune', 'Erg']","[0.9808472394943237, 0.9704201817512512, 0.9642712473869324, 0.8865461945533752, 0.8855189085006714, 0.8792513012886047, 0.862245500087738, 0.849442183971405, 0.8452990651130676, 0.8307898044586182]"
940,1968064841172345078,"['Snow', 'Sky', 'Winter', 'Mountain', 'Glacial landform', 'Ice cap', 'Nunatak', 'Cloud', 'Arctic', 'Geological phenomenon']","[0.9592247605323792, 0.9213254451751709, 0.8975678086280823, 0.8659419417381287, 0.8526142835617065, 0.8424992561340332, 0.8247751593589783, 0.803440272808075, 0.8013743162155151, 0.7950030565261841]"
941,1968157994173448870,"['Underwater', 'Water', 'Marine biology', 'Blue', 'Turquoise', 'Organism', 'Fish', 'Sea', 'Ocean', 'Wildlife']","[0.9704729318618774, 0.9643341898918152, 0.9367685317993164, 0.9118428230285645, 0.8405546545982361, 0.7941054701805115, 0.7368190884590149, 0.7144820094108582, 0.7103585004806519, 0.6762316226959229]"
942,1968247136656517168,"['Monochrome', 'Black-and-white', 'Monochrome photography', 'Archimandrite', 'Hieromonk', 'Presbyter', 'Cope', 'Stock photography', 'Style']","[0.8880335688591003, 0.8850184679031372, 0.7852430939674377, 0.7271354794502258, 0.6280678510665894, 0.6052080392837524, 0.5998109579086304, 0.5944116115570068, 0.5431409478187561]"
943,1968337304444276090,"['Wildlife', 'Felidae', 'Sky', 'Big cats', 'Carnivore', 'Lion', 'Fawn', 'Art', 'Cougar', 'Sculpture']","[0.9393083453178406, 0.9334629774093628, 0.8220894932746887, 0.8006038665771484, 0.7538280487060547, 0.7295132279396057, 0.5822327733039856, 0.5813031792640686, 0.5737670660018921, 0.5654761791229248]"
944,1968428000446766363,"['Screenshot', 'Wildlife', 'Herd', 'Savanna', 'Pack animal', 'Massively multiplayer online role-playing game']","[0.6680778861045837, 0.5761504173278809, 0.5470510125160217, 0.5248211622238159, 0.5237636566162109, 0.5192822217941284]"
945,1968519706117953198,"['Soil', 'Tree', 'Plant', 'Adaptation', 'Forest']","[0.7710550427436829, 0.7469744682312012, 0.6731768846511841, 0.6696612238883972, 0.5071179866790771]"
946,1968609023025978815,"['Transport', 'Railway', 'Train', 'High-speed rail', 'Mode of transport', 'Bullet train', 'Rolling stock', 'Vehicle', 'Public transport', 'Track']","[0.9878130555152893, 0.9876846671104431, 0.9863524436950684, 0.9839550852775574, 0.9718034863471985, 0.965133786201477, 0.9476187825202942, 0.9378499984741211, 0.9200472235679626, 0.9029332399368286]"
947,1968699470592007394,"['People in nature', 'Jungle', 'Natural environment', 'Green', 'Forest', 'Rainforest', 'Vegetation', 'Tree', 'Old-growth forest', 'Nature reserve']","[0.9788440465927124, 0.9657677412033081, 0.9437456130981445, 0.9407991766929626, 0.923536479473114, 0.9169645309448242, 0.9123501181602478, 0.9031068682670593, 0.89960116147995, 0.8623166680335999]"
948,1968789808869747816,"['Child', 'Play', 'Product', 'Room', 'Toy', 'Toddler', 'Furniture', 'Baby toys', 'Interior design', 'Rocking chair']","[0.9242908358573914, 0.8835397958755493, 0.8828333020210266, 0.8457649946212769, 0.8228824734687805, 0.8172116875648499, 0.7915361523628235, 0.6537613272666931, 0.6497964859008789, 0.5904098749160767]"
949,1968880489353096424,"['Underwater', 'Marine biology', 'Water', 'Dolphin', 'Marine mammal', 'Cetacea', 'Ocean', 'Sea', 'Common bottlenose dolphin', 'Short-beaked common dolphin']","[0.9402843117713928, 0.9169591069221497, 0.9100271463394165, 0.8862045407295227, 0.8406705260276794, 0.8192440867424011, 0.7867192625999451, 0.7492717504501343, 0.7099363207817078, 0.6933513879776001]"
950,1968971161204573300,"['Sky', 'Galápagos tortoise', 'Rock', 'Cloud', 'Turtle', 'Art', 'Tortoise', 'Sculpture', 'Landscape']","[0.8857545852661133, 0.8429268002510071, 0.7944315671920776, 0.742751955986023, 0.6557167768478394, 0.655128538608551, 0.6454249024391174, 0.6316487789154053, 0.5930580496788025]"
951,1969076443031897875,"['People on beach', 'Beach', 'Sand', 'Crowd', 'Tourism', 'Summer', 'Vacation', 'Sea', 'Landscape', 'Ocean']","[0.9855059385299683, 0.8856165409088135, 0.8642866611480713, 0.8324317932128906, 0.8139173984527588, 0.6985629200935364, 0.6860960721969604, 0.6356927156448364, 0.5930580496788025, 0.5659181475639343]"
952,1969076443065577883,"['Natural environment', 'Slope', 'Sand', 'Landscape', 'Sky', 'Line', 'Fun', 'Mountain', 'Tree', 'Tourism']","[0.893493115901947, 0.8330625891685486, 0.8254991173744202, 0.766002893447876, 0.7326111197471619, 0.7295002341270447, 0.7039424180984497, 0.6914413571357727, 0.6869218349456787, 0.6617092490196228]"
953,1969153164309751655,"['Wildlife', 'Nature', 'Savanna', 'Atmospheric phenomenon', 'Yellow', 'Grassland', 'Zebra', 'Terrestrial animal', 'Sky', 'Sunlight']","[0.9762584567070007, 0.9550294280052185, 0.9280616044998169, 0.8861165642738342, 0.8649448752403259, 0.7714325189590454, 0.7508569359779358, 0.7443860769271851, 0.7326111197471619, 0.7026626467704773]"
954,1969243745413940630,"['Blue', 'Pattern', 'Bag', 'Design', 'Textile', 'Outerwear', 'Tartan', 'Fashion accessory', 'Hobo bag', 'Linens']","[0.9118428230285645, 0.7811316847801208, 0.7647362947463989, 0.7435015439987183, 0.7036221623420715, 0.6577929258346558, 0.657590389251709, 0.6508980393409729, 0.6311335563659668, 0.5975584387779236]"
955,1969333559958554647,"['Mammal', 'Wildlife', 'Vertebrate', 'Terrestrial animal', 'Felidae', 'Puma', 'Lion', 'Carnivore', 'Big cats', 'Grass']","[0.9890478253364563, 0.9883530139923096, 0.9851104021072388, 0.9818000793457031, 0.9541760087013245, 0.9129640460014343, 0.8840112686157227, 0.8546947240829468, 0.8296406865119934, 0.7619784474372864]"
956,1969424089781326174,"['Black', 'White', 'Light', 'Black-and-white', 'Standing', 'Column', 'Wall', 'Darkness', 'Monochrome photography', 'Monochrome']","[0.9724684953689575, 0.9628557562828064, 0.8953529000282288, 0.8904042840003967, 0.881161093711853, 0.8570741415023804, 0.832007110118866, 0.811076819896698, 0.8040481209754944, 0.7938966155052185]"
957,1969514470691532652,"['Sky', 'Cloud', 'Night', 'Morning', 'Human', 'Tree', 'Atmosphere', 'Evening', 'Mountain', 'Sunset']","[0.9699629545211792, 0.8775720000267029, 0.848365068435669, 0.8209600448608398, 0.7591204047203064, 0.7469744682312012, 0.7289918065071106, 0.6969903111457825, 0.6914413571357727, 0.6850637793540955]"
958,1969605741288225277,"['Hand', 'Design', 'Human', 'Fun', 'Glasses', 'Pattern', 'Black hair', 'Flesh', 'Child']","[0.7661135196685791, 0.7484626173973083, 0.746764600276947, 0.7039424180984497, 0.6925603747367859, 0.6568126678466797, 0.6344599723815918, 0.5772515535354614, 0.5733055472373962]"
959,1969696843534023382,"['Skin', 'Head', 'Hat', 'Chin', 'Gentleman', 'Human', 'Male', 'Wrinkle', 'Headgear', 'Cowboy hat']","[0.8955914974212646, 0.8842743635177612, 0.8800122737884521, 0.8649129867553711, 0.8635265231132507, 0.830297589302063, 0.8259705305099487, 0.7698841691017151, 0.7660253047943115, 0.715926468372345]"
960,1969868825608409974,"['Climbing', 'Sport climbing', 'Adventure', 'Rock climbing', 'Formation', 'Free climbing', 'Rock', 'Free solo climbing', 'Recreation', 'Geology']","[0.9818812608718872, 0.9801999926567078, 0.9531896114349365, 0.9361903667449951, 0.924647331237793, 0.9165977835655212, 0.8827831745147705, 0.8800531029701233, 0.875236451625824, 0.7720815539360046]"
961,1969967772285604029,"['Iceberg', 'Ice', 'Sea ice', 'Polar ice cap', 'Glacier', 'Formation', 'Ice cap', 'Glacial landform', 'Arctic', 'Rock']","[0.9768595099449158, 0.9628733396530151, 0.9490428566932678, 0.9407369494438171, 0.8984602689743042, 0.8848333358764648, 0.8657596707344055, 0.8576915264129639, 0.8347801566123962, 0.8181682229042053]"
962,1970058344221681798,"['Crowd', 'People', 'Traffic', 'Urban area', 'Traffic congestion', 'Street', 'Pedestrian', 'Metropolitan area', 'Mode of transport', 'Metropolis']","[0.9523659944534302, 0.9492849707603455, 0.9035812616348267, 0.8954816460609436, 0.8916072845458984, 0.8477097153663635, 0.8218353986740112, 0.8110857009887695, 0.8081701397895813, 0.7574139833450317]"
963,1970149667096398777,"['Facial expression', 'Wildlife', 'Giant otter', 'Terrestrial animal', 'North american river otter', 'Otter', 'Grass', 'Mouth', 'Adaptation', 'Beaver']","[0.9446358680725098, 0.9097337126731873, 0.8815215229988098, 0.8707018494606018, 0.8580528497695923, 0.7153517603874207, 0.6880232691764832, 0.6794861555099487, 0.6696612238883972, 0.5810973644256592]"
964,1970240151159176077,"['Water', 'Nature', 'Water resources', 'Natural landscape', 'Watercourse', 'Nature reserve', 'Botany', 'Waterfall', 'Water feature', 'Tree']","[0.9617570638656616, 0.953452467918396, 0.9457682967185974, 0.9398155808448792, 0.8873563408851624, 0.8341526985168457, 0.7869240641593933, 0.7636023163795471, 0.7524297833442688, 0.7469744682312012]"
965,1970331750204019282,"['Wildlife', 'Lion', 'Grassland', 'Terrestrial animal', 'Felidae', 'Atmospheric phenomenon', 'Big cats', 'Sky', 'Safari', 'Savanna']","[0.9757500886917114, 0.9191089272499084, 0.8893104791641235, 0.8707018494606018, 0.8572039008140564, 0.8569148182868958, 0.8236905336380005, 0.8220894932746887, 0.8102213740348816, 0.7967491745948792]"
966,1970421080959989422,"['People', 'Tribe', 'Lady', 'Child', 'Adaptation', 'Human', 'Tradition', 'Smile', 'Sitting']","[0.9801073670387268, 0.9226126074790955, 0.8715713620185852, 0.8594827651977539, 0.8035669326782227, 0.8020123243331909, 0.7526934742927551, 0.6944891214370728, 0.6443530321121216]"
967,1970602883318391152,"['Whale shark', 'Fish', 'Marine biology', 'Shark', 'Fish', 'Cartilaginous fish', 'Underwater', 'Organism', 'Wildlife', 'Marine mammal']","[0.9834124445915222, 0.9798579216003418, 0.9388236403465271, 0.9270779490470886, 0.8981188535690308, 0.8783491253852844, 0.8620508909225464, 0.8488467931747437, 0.5761504173278809, 0.5423073768615723]"
968,1970692043433213301,"['Geological phenomenon', 'Formation', 'Cave', 'Rock', 'Lava tube', 'Lava plain', 'Pit cave', 'Volcanic field', 'Space', 'Caving']","[0.9393445253372192, 0.849521815776825, 0.7970307469367981, 0.6438128352165222, 0.6221320033073425, 0.6183050870895386, 0.571855902671814, 0.5712438225746155, 0.5419734120368958, 0.5266561508178711]"
969,1970783074979670523,"['Vegetation', 'Tree', 'Palm tree', 'Botanical garden', 'Botany', 'Walkway', 'Arecales', 'Garden', 'Architecture', 'Plant']","[0.9567927718162537, 0.9304285049438477, 0.8787962198257446, 0.8648087382316589, 0.8635573387145996, 0.8481534123420715, 0.8175390958786011, 0.7983546853065491, 0.7871291637420654, 0.7831094264984131]"
970,1970875043107855200,"['Fun', 'Wave', 'Wind wave', 'Surface water sports', 'Boardsport', 'Surfing Equipment', 'Recreation', 'Leisure', 'Water', 'Skimboarding']","[0.9588619470596313, 0.9340208768844604, 0.9228215217590332, 0.9146274924278259, 0.8870035409927368, 0.8827301859855652, 0.875989556312561, 0.8349854946136475, 0.8073040843009949, 0.7939610481262207]"
971,1970964487637623883,"['Mountainous landforms', 'Mountain', 'Sky', 'Mountain range', 'Nature', 'Alps', 'Ridge', 'Wilderness', 'Summit', 'Cloud']","[0.9925388693809509, 0.9885973930358887, 0.9855449795722961, 0.9668225646018982, 0.9663941264152527, 0.8920624256134033, 0.8920038342475891, 0.8854291439056396, 0.8498746752738953, 0.8467217087745667]"
972,1971056852243082997,"['Hair', 'Barechested', 'Chest', 'Forehead', 'Facial hair', 'Skin', 'Head', 'Muscle', 'Male', 'Nose']","[0.972495436668396, 0.9699762463569641, 0.9061395525932312, 0.905433714389801, 0.8885725140571594, 0.8811389803886414, 0.8762359619140625, 0.8609206080436707, 0.849075436592102, 0.8419631719589233]"
973,1971145563467678811,"['Monochrome', 'Black-and-white', 'Event', 'Photography', 'Crowd', 'Monochrome photography', 'Style']","[0.8261618614196777, 0.7811979055404663, 0.6704323887825012, 0.6242249608039856, 0.5780550241470337, 0.5780444741249084, 0.5095184445381165]"
974,1971327569945781616,"['Nose', 'Snout', 'Snow', 'Polar bear', 'Freezing', 'Winter', 'Canidae', 'Non-Sporting Group', 'Bear', 'Ice']","[0.8419631719589233, 0.8251876831054688, 0.7861114740371704, 0.7420228719711304, 0.7261598706245422, 0.6601877808570862, 0.5595356822013855, 0.5351802110671997, 0.5344712138175964, 0.5149379372596741]"
975,1971417079371158411,"['Mammal', 'Wildlife', 'Terrestrial animal', 'Vertebrate', 'Felidae', 'Lion', 'Big cats', 'Carnivore', 'Whiskers', 'Snout']","[0.9890478253364563, 0.9875300526618958, 0.985306441783905, 0.9851104021072388, 0.9644709825515747, 0.9629173874855042, 0.9029271006584167, 0.8834781050682068, 0.8703020215034485, 0.867676854133606]"
976,1971508497432498781,"['Tree', 'Nature', 'Green', 'Grass', 'Woody plant', 'Plant', 'Grass family', 'Adaptation', 'Rural area', 'Woodland']","[0.9588462710380554, 0.953452467918396, 0.9068462252616882, 0.8748446106910706, 0.806024432182312, 0.7848618626594543, 0.7709067463874817, 0.6696612238883972, 0.6544629335403442, 0.6173260807991028]"
977,1971598070753858830,"['Mammal', 'Vertebrate', 'Wildlife', 'Canidae', 'Jackal', 'Red wolf', 'Snout', 'Terrestrial animal', 'Musk deer', 'Coyote']","[0.9890478253364563, 0.9851104021072388, 0.9562869668006897, 0.8721936941146851, 0.8611656427383423, 0.8481341004371643, 0.8251876831054688, 0.7443860769271851, 0.7219688296318054, 0.6961889266967773]"
978,1971690451011320429,"['Fun', 'Stock photography', 'Geological phenomenon', 'Recreation', 'Tourism']","[0.7039424180984497, 0.6983279585838318, 0.6163091659545898, 0.5942989587783813, 0.5114328861236572]"
979,1971780166822106474,"['Rhinoceros', 'Black rhinoceros', 'Terrestrial animal', 'Indian rhinoceros', 'Horn', 'Wildlife', 'Snout', 'White rhinoceros', 'Fawn']","[0.9713829159736633, 0.9586746692657471, 0.9466409087181091, 0.9432245492935181, 0.8932551145553589, 0.8638157844543457, 0.8091163635253906, 0.6432197093963623, 0.5301428437232971]"
980,1971871343766988961,"['Winter', 'Sky', 'Snow', 'Building', 'Mountain', 'Electricity', 'Road']","[0.8132492899894714, 0.7326111197471619, 0.7130699753761292, 0.6602510213851929, 0.6030707955360413, 0.543321967124939, 0.527065098285675]"
981,1971984118434719899,"['Nature', 'Natural landscape', 'Waterfall', 'Atmospheric phenomenon', 'Water', 'Escarpment', 'Geological phenomenon', 'Cliff', 'Sky', 'Terrain']","[0.965965211391449, 0.9574499726295471, 0.9109835028648376, 0.8569148182868958, 0.8073040843009949, 0.8011090755462646, 0.739093005657196, 0.7336921691894531, 0.7326111197471619, 0.7227649688720703]"
982,1971984118451517847,"['Mountainous landforms', 'Geological phenomenon', 'Sky', 'Highland', 'Mountain', 'Atmospheric phenomenon', 'Volcanic landform', 'Cloud', 'Volcano', 'Aerial photography']","[0.9408173561096191, 0.9236539006233215, 0.9127334952354431, 0.9033374190330505, 0.8768182992935181, 0.8569148182868958, 0.8376840353012085, 0.8282790184020996, 0.7340858578681946, 0.7152480483055115]"
983,1972194367066181032,"['Dog', 'Vertebrate', 'Canidae', 'Mammal', 'Dog breed', 'Boykin spaniel', 'Irish setter', 'German spaniel', 'Carnivore', 'Sussex spaniel']","[0.9953705072402954, 0.9851104021072388, 0.9765394330024719, 0.975814163684845, 0.972211480140686, 0.9595754742622375, 0.9330030083656311, 0.9277827143669128, 0.8834781050682068, 0.8624701499938965]"
984,1972194367074725496,"['Vertebrate', 'Dog', 'Canidae', 'Dog breed', 'Sussex spaniel', 'Boykin spaniel', 'German spaniel', 'Spaniel', 'Field spaniel', 'Sporting Group']","[0.9851104021072388, 0.9833251237869263, 0.968555212020874, 0.9396913647651672, 0.9143626689910889, 0.9120115637779236, 0.9103749394416809, 0.9025649428367615, 0.8889716267585754, 0.8586117625236511]"
985,1972272435587960282,"['Event', 'Fun', 'Party', 'Photography', 'Leisure', 'Crowd']","[0.7893157601356506, 0.7039424180984497, 0.6906478404998779, 0.6242249608039856, 0.5618612170219421, 0.5069608092308044]"
986,1972272435596152719,"['Snapshot', 'Street']","[0.8454840183258057, 0.7682037353515625]"
987,1972272435604572166,"['Beauty', 'Lady', 'Snapshot', 'Fashion', 'Leg', 'Sitting', 'Human leg', 'Photography', 'Street', 'Bar']","[0.8638556003570557, 0.8433756232261658, 0.8203043341636658, 0.7771079540252686, 0.7606687545776367, 0.7515080571174622, 0.6389414668083191, 0.6242249608039856, 0.5971112847328186, 0.5793622136116028]"
988,1972272435604716056,"['Night', 'Dance', 'Performance art', 'Performance', 'Choreography', 'Event', 'Performing arts', 'Crowd', 'Stage', 'Team']","[0.8882278800010681, 0.7926570177078247, 0.7746107578277588, 0.7386741638183594, 0.7356226444244385, 0.7325606346130371, 0.6898921728134155, 0.6631901860237122, 0.5948812365531921, 0.5935059189796448]"
989,1972272435612962057,"['Red', 'Art', 'Flesh', 'Performance art', 'Photography', 'Illustration', 'Fictional character', 'Fiction', 'Performance']","[0.9153681993484497, 0.7088651061058044, 0.6990759968757629, 0.6868196725845337, 0.6242249608039856, 0.5451834201812744, 0.5279175639152527, 0.514245331287384, 0.5089532732963562]"
990,1972272435612994575,"['Human leg', 'Leg', 'Foot', 'Beauty', 'Cobblestone', 'Ankle', 'Footwear', 'Water', 'Joint', 'Human body']","[0.976883053779602, 0.9650035500526428, 0.8593870401382446, 0.854641318321228, 0.8388608694076538, 0.8218664526939392, 0.8162633180618286, 0.8073040843009949, 0.778267502784729, 0.7614425420761108]"
991,1972413444784056347,"['Sand', 'Sky', 'Natural environment', 'Desert', 'Dune', 'Aeolian landform', 'Landscape', 'Cloud', 'Fun', 'Sahara']","[0.961765468120575, 0.9482885003089905, 0.9474143385887146, 0.9142539501190186, 0.8511581420898438, 0.8472172617912292, 0.79843670129776, 0.742751955986023, 0.7039424180984497, 0.654757022857666]"
992,1972505690254530837,"['Insect', 'Butterfly', 'Leaf', 'Moths and butterflies', 'Plant', 'Monarch butterfly', 'Macro photography', 'Wildlife', 'Twig', 'Invertebrate']","[0.8990058302879333, 0.8650121688842773, 0.8342376351356506, 0.8014668226242065, 0.6731768846511841, 0.6275593638420105, 0.582210123538971, 0.5761504173278809, 0.5491365194320679, 0.5375607013702393]"
993,1972621762491441386,"['Rock', 'Adventure', 'Headgear', 'Recreation', 'Geology', 'Geological phenomenon']","[0.8857023119926453, 0.6943644881248474, 0.6747809648513794, 0.669558584690094, 0.6497763991355896, 0.6163091659545898]"
994,1972621762499738632,"['Mountainous landforms', 'Mountain', 'Mountain range', 'Snow', 'Sky', 'Glacial landform', 'Winter', 'Alps', 'Massif', 'Ridge']","[0.9925388693809509, 0.992120623588562, 0.9699242115020752, 0.9690029621124268, 0.9453972578048706, 0.9431043863296509, 0.9376519918441772, 0.9208608269691467, 0.8667232990264893, 0.8397242426872253]"
995,1972621762508263078,"['Mountainous landforms', 'Mountain', 'Geological phenomenon', 'Mountaineer', 'Mountaineering', 'Arctic', 'Ridge', 'Summit', 'Sky', 'Winter']","[0.971230685710907, 0.9595375657081604, 0.9449405670166016, 0.8674733638763428, 0.8499444723129272, 0.7635136246681213, 0.7507887482643127, 0.7422682642936707, 0.7326111197471619, 0.7169536352157593]"
996,1972621762516648178,"['Mountaineering', 'Extreme sport', 'Mountaineer', 'Geological phenomenon', 'Adventure', 'Snow', 'Outdoor recreation', 'Recreation', 'Ice climbing', 'Slopestyle']","[0.9436393976211548, 0.9358525276184082, 0.9342440366744995, 0.9280253648757935, 0.8972894549369812, 0.8962292075157166, 0.8938774466514587, 0.8820131421089172, 0.8734248876571655, 0.833614706993103]"
997,1972621762516728249,"['Eyewear', 'Face', 'Head', 'Glasses', 'Nose', 'Chin', 'Mouth', 'Cool', 'Sunglasses', 'Forehead']","[0.9845102429389954, 0.9746071696281433, 0.9124791622161865, 0.8797047138214111, 0.8699295520782471, 0.8649129867553711, 0.8364084362983704, 0.8327280879020691, 0.7835404872894287, 0.7822763919830322]"
998,1972621762533379250,"['Red', 'Snow', 'Adventure', 'Recreation', 'Outerwear', 'Geological phenomenon', 'Personal protective equipment', 'Ice climbing', 'Rescue', 'Jacket']","[0.9364120364189148, 0.7948814034461975, 0.716593325138092, 0.7124289870262146, 0.6577929258346558, 0.6163091659545898, 0.5925366282463074, 0.5659899711608887, 0.5193054676055908, 0.5100496411323547]"
999,1972621762785013314,"['Mountainous landforms', 'Mountain', 'Glacial landform', 'Snow', 'Geological phenomenon', 'Winter', 'Mountaineer', 'Ice', 'Glacier', 'Arctic']","[0.9512760043144226, 0.945561945438385, 0.9415044188499451, 0.9284077882766724, 0.9199662208557129, 0.904707133769989, 0.9001036286354065, 0.88918536901474, 0.8622152209281921, 0.844524621963501]"
1000,1972879024036451323,"['Water', 'Water resources', 'Ecoregion', 'Braided river', 'Pattern', 'Design', 'Geology', 'Tributary', 'Thermokarst', 'River delta']","[0.9100271463394165, 0.8594235181808472, 0.8232176899909973, 0.8095802664756775, 0.7629645466804504, 0.7301200032234192, 0.6796759366989136, 0.6730786561965942, 0.6501668095588684, 0.6461254358291626]"
1001,1972879024053247685,"['Water', 'Ecoregion', 'Braided river', 'Design', 'Pattern', 'Estuary', 'River delta', 'Geology', 'Tributary', 'Earth']","[0.9100271463394165, 0.783979058265686, 0.7379027009010315, 0.7203227281570435, 0.706717848777771, 0.6727452874183655, 0.662653923034668, 0.6497763991355896, 0.6437953114509583, 0.633092999458313]"
1002,1972995963379381697,"['Tree', 'Vegetation', 'Natural environment', 'Forest', 'Woodland', 'Leaf', 'Nature reserve', 'Jungle', 'Biome', 'Plant']","[0.9490840435028076, 0.9485983848571777, 0.9378840923309326, 0.9296885132789612, 0.91754549741745, 0.8883199095726013, 0.8861809372901917, 0.8478156924247742, 0.846076250076294, 0.8378053903579712]"
1003,1972995963396125288,"['Veterinarian', 'Room']","[0.8411146998405457, 0.6566392779350281]"
1004,1973050526653616586,"['Fun', 'Adaptation', 'Child', 'Happy']","[0.7684727907180786, 0.7408301830291748, 0.7116445302963257, 0.5412643551826477]"
1005,1973138926945040760,"['Nature reserve', 'Bear', 'Zoo', 'Terrestrial animal', 'Carnivore', 'Tree', 'Adaptation', 'Wildlife', 'Jungle']","[0.94508296251297, 0.9073968529701233, 0.8665814399719238, 0.7443860769271851, 0.740048348903656, 0.6869218349456787, 0.6696612238883972, 0.5761504173278809, 0.5623225569725037]"
1006,1973229557692374631,"['Sky', 'Sea', 'Rock']","[0.7326111197471619, 0.6035379767417908, 0.5422748923301697]"
1007,1973321636363860912,"['Terrestrial animal', 'Mammal', 'Wildlife', 'Vertebrate', 'Jaguar', 'Leopard', 'Felidae', 'Carnivore', 'Nature reserve', 'Big cats']","[0.9938099980354309, 0.9890478253364563, 0.9869031310081482, 0.9851104021072388, 0.9791573286056519, 0.9721097946166992, 0.9671106934547424, 0.934210479259491, 0.9291357398033142, 0.9209805727005005]"
1008,1973411207839558659,"['Architecture', 'Building', 'Water', 'Waterway', 'Urban area', 'Residential area', 'Wall', 'Tree', 'City', 'Apartment']","[0.9430204629898071, 0.912911057472229, 0.9100271463394165, 0.8861828446388245, 0.8657515645027161, 0.8203637599945068, 0.7846120595932007, 0.7783679962158203, 0.7736693024635315, 0.766279935836792]"
1009,1973511188763524158,"['Blue', 'Head', 'Illustration', 'Electric blue', 'Human', 'Graphic design', 'Art', 'Organism', 'Finger', 'Colorfulness']","[0.9681704044342041, 0.8984001874923706, 0.8599799871444702, 0.8406352400779724, 0.823288083076477, 0.7759997844696045, 0.7207983136177063, 0.7151590585708618, 0.6068736910820007, 0.5623385310173035]"
1010,1973594076800665034,"['Water', 'Recreation', 'Leisure', 'Fun', 'Adaptation', 'Vacation', 'Tourism', 'Child', 'Fishing net']","[0.9388793110847473, 0.7214337587356567, 0.7092075347900391, 0.7039424180984497, 0.6696612238883972, 0.600033700466156, 0.5688954591751099, 0.5202996134757996, 0.5163629651069641]"
1011,1973772627527009211,"['Blue', 'Sky', 'Winter', 'Snow', 'Freezing', 'Architecture', 'Night', 'Tree', 'Evening', 'Building']","[0.9806407690048218, 0.9658780097961426, 0.9581623673439026, 0.9553418159484863, 0.874096691608429, 0.843872606754303, 0.7951144576072693, 0.7783679962158203, 0.7558481693267822, 0.7474682927131653]"
1012,1973862917577902448,"['Blue', 'Water', 'Sky', 'Window', 'Reflection', 'Room', 'Tree', 'Lake', 'Sea', 'Home']","[0.9715923070907593, 0.9512578248977661, 0.9381980895996094, 0.8739796280860901, 0.8172887563705444, 0.7795166969299316, 0.7783679962158203, 0.6986075043678284, 0.6819732189178467, 0.6371706128120422]"
1013,1974019540127910022,"['Sky', 'Nature', 'Cloud', 'Aerial photography', 'Morning', 'River', 'Landscape', 'Rural area', 'Tree', 'Horizon']","[0.9757840037345886, 0.9564022421836853, 0.9149162173271179, 0.836237907409668, 0.7910747528076172, 0.78867506980896, 0.7700641751289368, 0.7529640197753906, 0.7469744682312012, 0.7297202348709106]"
1014,1974019540144636572,"['Geyser', 'Sky', 'Smoke', 'Steam', 'World']","[0.8401541113853455, 0.8220894932746887, 0.6592525839805603, 0.6502707600593567, 0.5313754081726074]"
1015,1974045602301084181,"['Leopard', 'Felidae', 'Wildlife', 'Terrestrial animal', 'African leopard', 'Big cats', 'Carnivore', 'Snout', 'Jaguar', 'Snow leopard']","[0.9600068926811218, 0.9598987698554993, 0.9532656669616699, 0.9497604370117188, 0.8766295909881592, 0.8744109272956848, 0.8010256886482239, 0.7840312123298645, 0.7259892821311951, 0.7073691487312317]"
1016,1974135035063085664,"['Reflection', 'Line', 'Plant']","[0.7990948557853699, 0.7547606229782104, 0.585474967956543]"
1017,1974226895587475712,"['People in nature', 'Agriculture', 'Field', 'Paddy field', 'Crop', 'Farm', 'Grass family', 'Plant', 'Cash crop', 'Grass']","[0.9789236783981323, 0.9559255242347717, 0.9542207717895508, 0.9492228031158447, 0.9387924671173096, 0.8757781386375427, 0.8262844681739807, 0.7889875173568726, 0.7842680215835571, 0.7619784474372864]"
1018,1974316335237102150,"['Water transportation', 'Nature', 'Jungle', 'Nature reserve', 'River', 'Bayou', 'Waterway', 'Natural environment', 'Boat', 'Natural landscape']","[0.9836371541023254, 0.9596611857414246, 0.9579870700836182, 0.9365465044975281, 0.9316167831420898, 0.9226816296577454, 0.9203706979751587, 0.9141412377357483, 0.8977600932121277, 0.8855189085006714]"
